transaction_id,transaction_date_time,account_number,card_number,transaction_amount,transaction_type_code,transaction_type_desc,pos_entry_code,pos_entry_desc,authorisation_posting_code,authorisation_posting_desc,decision_code,decision_code_desc,avs_response_code_external,secure_indicator,fraud_monitor_flag,score,merchant_id,merchant_name,merchant_category_code,merchant_category_desc,merchant_city_name,merchant_country_code,merchant_postal_code,acquirer_id,terminal_id,ip_address,device_id,prior_credit_limit,account_open_date,most_recent_email_change,most_recent_phone_change,most_recent_add_change,fraud,fraud_type
5511JRGT2661IDMI,2025-06-03 12:11:16,602077986,453900******0263,28.26,81,Electronic Commerce,05,Chip & PIN,AU,Authorisation Request,A,Approved,NA,Secure,N,784,W25FVF4GHE1IFK4,Halifax Bank,4511,Airlines,DUBAI,CA,SI1 7FF,824500,EL6OVCGP,10.59.4.200,KTWMXJLBRVARMN23,3000,2024-01-05,2023-11-15,2025-01-25,2023-04-16,0,
3400PSVX7988RFXG,2025-06-02 08:19:20,014890898,453900******2349,110.37,07,Contactless,05,Chip & PIN,AU,Authorisation Request,D,Declined,A,,N,512,IX0RGCG9KENO8D0,Betway,1520,Contractors & Construction,TOKYO,JP,YK3 4IP,601912,JZFWN8FK,10.170.232.248,2M12F00G0ZXHA447,2000,2024-10-18,2023-07-09,2024-02-04,2023-11-30,1,SCAM
6120SCNB8371XKUQ,2025-04-29 11:22:08,907423064,453900******6226,91.66,05,Chip & PIN,90,Mag Stripe,AU,Authorisation Request,A,Approved,NA,,N,569,BTAYTB6UXECL3D1,FastRemit,5732,Electronics Stores,PARIS,CA,ZE0 0IM,442211,YTWD3GTQ,10.137.249.70,NHR20VQ3QEJXQX6X,20000,2023-02-12,2023-04-18,2024-09-10,2023-12-24,0,
4137NLUN2397KDCT,2025-05-31 17:48:57,941313904,453900******6215,36.64,OT,Other,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,,Y,354,DI5A47NZXKFSBIZ,Lidl,5812,Restaurants,LONDON,ZA,XI9 8YQ,442211,SU705HET,10.24.174.125,2FQHG3RMDB036OC2,3000,2023-11-30,2024-12-03,2023-01-10,2024-05-03,0,
6680VAXT7654DVRG,2025-06-13 01:06:14,983750396,453900******7944,36.0,90,Mag Stripe,05,Chip & PIN,AU,Authorisation Request,A,Approved,N,,N,663,PMOO0NWQ4D0KUHO,Rappi,7995,Betting & Gambling,TORONTO,PE,XO8 0EI,954201,B60BNATU,10.170.78.165,GBPJ7ZKHGF6OO07Y,20000,2024-05-02,2023-01-05,2024-12-08,2024-04-15,1,CNP
7893PKKF7116EAIC,2025-04-24 05:26:37,617151944,453900******9584,14.96,OT,Other,81,eCommerce,AU,Authorisation Request,D,Declined,Z,,N,766,HEK450I6PCM5PT1,Walmart,5732,Electronics Stores,SINGAPORE,IE,BJ5 0NQ,954201,3G22RMG7,10.232.107.117,GPZVAOAT88KC6ACM,1000,2023-06-02,2023-10-24,2024-01-04,2025-06-11,0,
1067MEZH1645IPMF,2025-05-12 16:33:49,842647439,453900******8135,10.42,07,Contactless,81,eCommerce,PS,Settlement / Posting,R,Reversal / Refund,Y,,N,465,KOIHY3V3ZIG6DYG,N26 Bank,5812,Restaurants,NEW YORK,AE,GQ5 7BQ,601912,I9Z9QFG1,10.32.91.54,BFWE0JECW7IY95LT,10000,2025-05-31,2023-04-09,2024-03-12,2025-02-15,0,
6385ZOBJ7370DDCL,2025-03-08 07:19:28,802594788,453900******4170,56.43,81,Electronic Commerce,91,Contactless Mag Stripe,PS,Settlement / Posting,A,Approved,Y,Secure,Y,353,JO9003X0T4PPDMB,Wise,4511,Airlines,DUBLIN,TR,EP6 2PA,442211,3IGCHCH9,10.31.10.235,JUMOLTUJIAPRQ94R,10000,2025-03-09,2024-06-30,2023-09-23,2023-09-03,0,
2508OYNE9686VTEY,2025-05-27 07:12:39,886762134,453900******5787,235.23,05,Chip & PIN,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,A,,N,876,3BU9I15R6OQ92UW,QuickCash Kiosk,7995,Betting & Gambling,PARIS,BR,KI3 4QT,954201,EHWWFEHL,10.139.149.196,OG1EPNYETUEL2DMU,15000,2025-03-07,2023-01-13,2023-11-25,2024-04-01,1,FPF
5194AXAP2332KLQL,2025-04-01 09:36:46,511774112,453900******4034,52.56,05,Chip & PIN,90,Mag Stripe,AU,Authorisation Request,A,Approved,NA,,Y,370,K0RPIANOYQI9JM0,Alipay,5541,Service Stations,LONDON,NL,RY4 4SZ,601912,2R4YK902,10.12.135.133,W4AN2CA2THQOISA7,15000,2023-05-02,2024-04-21,2023-10-09,2024-06-10,0,
4300GAAU4099XEXW,2025-04-11 20:47:24,030918720,453900******4081,29.88,05,Chip & PIN,91,Contactless Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,N,,N,679,2LTX8H374DJZR0Z,Vodafone TopUp,4829,Money Transfer,LONDON,TH,IF9 2HT,737205,7MA7G1KW,10.20.28.152,EEJ8AMLK0KV0L7WU,5000,2023-06-26,2023-10-17,2024-03-26,2023-09-01,0,
3642WQDI3357GNQP,2025-04-18 21:47:27,641263822,453900******9601,102.06,10,Card On File,91,Contactless Mag Stripe,AU,Authorisation Request,D,Declined,NA,Unsecure,N,866,ILNEQ4VU5B9A9S2,AlfaBank RU,5732,Electronics Stores,NEW YORK,DE,OF1 5FW,442211,5SQE2OB3,10.173.196.9,70I9L4B602H8M5C6,1000,2024-12-22,2024-03-25,2023-01-04,2023-08-01,0,
3492AQCW5349RPHD,2025-06-20 16:59:58,291133564,453900******8865,22.48,07,Contactless,91,Contactless Mag Stripe,PS,Settlement / Posting,A,Approved,NA,,N,146,COKANUUEA01GNTK,Adyen NL,4511,Airlines,PARIS,DE,IS1 2YK,881122,WR0FU4D3,10.205.232.203,3IUGDECKV2L6N9GM,1000,2024-07-07,2024-02-21,2024-01-10,2024-10-21,0,
7487IDPT3560LNEP,2025-06-04 16:57:29,064849389,453900******4823,71.11,05,Chip & PIN,90,Mag Stripe,PS,Settlement / Posting,D,Declined,Y,,N,22,3O7I3G5L1F7K15K,IKEA,5411,Grocery Stores,SINGAPORE,AE,AR0 4RS,776655,4ONT65VW,10.19.135.127,T8KZNBKYOXXN1M39,10000,2024-09-23,2025-01-06,2023-12-09,2023-08-22,0,
4304NODV7750WXPD,2025-03-10 12:20:05,300902324,453900******5030,32.1,81,Electronic Commerce,91,Contactless Mag Stripe,PS,Settlement / Posting,A,Approved,NA,Secure,Y,889,KEW79BZ0BYBHD0L,Qatar Airways,5732,Electronics Stores,NEW YORK,ES,KY9 6ZE,442211,4WEOL1OR,10.167.4.69,9WXR35W3MRKD902I,20000,2023-04-23,2023-06-03,2024-01-06,2023-12-10,0,
2292AFFV3044NCUH,2025-03-15 21:01:01,794996150,453900******2743,20.35,91,Contactless Mag Stripe,90,Mag Stripe,AU,Authorisation Request,D,Declined,NA,,Y,287,8R4AY3X4MEMMYJJ,Delta Airlines,6011,ATM Cash Disbursements,DUBAI,CN,HM9 0FE,601912,70FSHGC2,10.180.170.21,JZC2O6J6SVH6U6J7,5000,2023-09-28,2023-10-19,2024-07-18,2023-12-26,0,
8475HBSK9896LWCF,2025-03-29 06:13:20,152017459,453900******7590,139.13,91,Contactless Mag Stripe,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,,Y,390,AXUIB7AVU4ZVBDU,FastRemit,4511,Airlines,SYDNEY,EG,HP6 8XJ,954201,KGFYWBLO,10.57.183.4,DUM7FFJK4YUPFUPB,5000,2025-06-04,2024-07-02,2023-02-20,2023-06-29,1,CNP
1256OEWX3171IJAR,2025-06-18 15:56:12,548938046,453900******8967,168.98,01,Manual Entry,05,Chip & PIN,PS,Settlement / Posting,R,Reversal / Refund,NA,,Y,642,OY4UW6INOS8YQDK,TransferWise,6011,ATM Cash Disbursements,PARIS,RU,BB0 6YR,601912,0V8L6JOJ,10.115.77.194,YA45BCRHY0RZQ1SM,2000,2023-04-05,2023-08-30,2023-03-16,2025-03-18,1,VELOCITY
0959YJQN9508LATI,2025-06-23 00:51:27,647360458,453900******4791,44.06,10,Card On File,05,Chip & PIN,PS,Settlement / Posting,R,Reversal / Refund,NA,Secure,Y,520,EDXTCV8WOS0OB1N,EasyJet,5691,Clothing Stores,BERLIN,AU,WW3 5ZB,737205,C6DR0AXD,10.134.27.47,C41O6U30UDFXN891,20000,2024-01-17,2025-04-30,2025-03-05,2023-10-06,0,
6407UZWH4572CFCX,2025-04-29 19:21:06,239332667,453900******6463,35.34,OT,Other,81,eCommerce,PS,Settlement / Posting,A,Approved,Y,,Y,88,AXPDP4ZQJGUGU55,Shell,1520,Contractors & Construction,DUBAI,TH,TU9 3SB,954201,JJ2WO6NQ,10.254.148.71,AYZL4XSA2HJWRVGQ,1000,2023-10-12,2025-03-16,2025-06-01,2024-04-14,0,
8972JTAF5963QHDA,2025-04-09 11:47:19,107875711,453900******3385,32.13,10,Card On File,91,Contactless Mag Stripe,PS,Settlement / Posting,D,Declined,NA,Unsecure,Y,600,VGQ3G67VAG2KAJ7,Singapore Airlines,4829,Money Transfer,PARIS,GH,QQ2 4YK,881122,ZINQG1UI,10.155.138.14,G5AEPZ8OVEQCQV3K,15000,2024-08-01,2025-05-02,2023-01-29,2023-11-18,0,
1939HWTU0276ZCYF,2025-06-14 07:40:39,547997111,453900******4510,223.79,01,Manual Entry,90,Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,NA,,N,845,093NX5K86PS8QNX,Steam Store,7995,Betting & Gambling,DUBLIN,IR,YB1 1ST,601912,JA0CK4I8,10.101.172.251,HJRJVY8GQUJWEEEX,7500,2023-04-23,2024-03-25,2023-07-28,2023-12-21,0,
9929EAZF7307VGHK,2025-03-24 10:10:43,720750275,453900******7177,85.41,07,Contactless,05,Chip & PIN,PS,Settlement / Posting,D,Declined,A,,N,160,6SWK10PCHBPDU71,WHSmith,1520,Contractors & Construction,DUBLIN,CA,DJ7 1ZN,442211,YIP4FI0O,10.96.93.47,JJ4TYT18J9MIDEOV,5000,2023-11-11,2024-10-18,2024-07-08,2023-11-12,0,
3319KEJU6698NZMY,2025-03-09 17:24:33,434141044,453900******8088,59.04,91,Contactless Mag Stripe,81,eCommerce,AU,Authorisation Request,D,Declined,N,,Y,77,0JYKF58R4HA0J82,Currys,5691,Clothing Stores,PARIS,RU,DF8 3JJ,881122,UE9B9RRS,10.21.66.222,W7YDWXJ5AU5Y7F4N,5000,2023-03-21,2024-12-15,2023-08-13,2023-01-23,0,
1206ENQR8716SHWW,2025-03-16 09:02:03,315550892,453900******8077,36.21,07,Contactless,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,Y,,Y,501,DOWNTO3P25XHBK5,Deliveroo,6011,ATM Cash Disbursements,SYDNEY,AU,LB0 5VG,737205,PDOKCBX6,10.94.55.253,L4O190AE77I1660A,3000,2025-06-18,2023-07-28,2024-12-15,2025-05-10,0,
4938YCJW9865HDBI,2025-05-28 14:20:09,869537516,453900******5131,74.12,91,Contactless Mag Stripe,05,Chip & PIN,PS,Settlement / Posting,R,Reversal / Refund,NA,,N,890,0WEM4Z9QS7IWHEQ,FastRemit,4511,Airlines,TORONTO,MY,WY1 2UY,442211,M38RY49L,10.237.90.225,CB093T5XE8BSI4DH,5000,2024-11-23,2024-04-01,2025-02-27,2024-11-13,0,
7404UXRH6566XIQC,2025-06-27 00:54:57,048187663,453900******8348,50.12,90,Mag Stripe,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,Y,,Y,664,WWI8DGC99RZ6M6Z,Roblox,5732,Electronics Stores,TORONTO,CN,XJ4 2UO,737205,VSMHBW40,10.247.235.31,JZNUWM3JF3SJHSVD,1000,2024-02-27,2023-02-25,2023-08-14,2023-02-07,0,
4856LDBX0666OVTH,2025-03-10 04:34:28,167334019,453900******5526,33.82,01,Manual Entry,81,eCommerce,PS,Settlement / Posting,A,Approved,N,,Y,895,TLOGRGA9R4NLBNV,Sky Bet,4829,Money Transfer,BERLIN,AU,MH9 3UR,824500,6A5HAM0D,10.134.43.159,40N2X8GWJK5IJ9VQ,15000,2023-07-23,2023-10-28,2023-08-19,2023-02-26,0,
6125YHER6551DNLI,2025-05-23 22:39:52,546170114,453900******4388,25.98,05,Chip & PIN,81,eCommerce,AU,Authorisation Request,D,Declined,NA,,N,324,IFNGQEK0XIM7TT9,Binance,5691,Clothing Stores,SYDNEY,CN,CX7 1AX,954201,LL21YX4T,10.78.125.23,QVG5TGJGQSN23543,7500,2023-05-02,2024-08-06,2024-05-30,2025-04-15,0,
2635NBBW3529VBDR,2025-06-10 04:41:22,058997132,453900******9790,31.04,OT,Other,90,Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,NA,,N,147,FHWKU9FOVYWOIE4,Crypto.com,5691,Clothing Stores,PARIS,JP,QQ8 7YD,442211,ZP96I82M,10.49.61.46,ZCS50TPFPZZE7S4A,5000,2023-07-16,2024-09-26,2025-03-07,2023-05-13,0,
8347IUIL4700RMIK,2025-05-02 15:24:13,721059740,453900******3912,2.62,OT,Other,07,Contactless,AU,Authorisation Request,R,Reversal / Refund,NA,,Y,296,KP780LYY05YNXI5,WHSmith,7995,Betting & Gambling,DUBAI,GH,JJ2 2ZT,737205,MLIRMJ0D,10.90.203.74,M8ON7Z018D805OIE,15000,2025-05-12,2023-07-17,2024-02-01,2024-03-03,0,
9654AMLB7672CECX,2025-04-20 23:48:50,988739800,453900******7162,39.19,10,Card On File,91,Contactless Mag Stripe,AU,Authorisation Request,D,Declined,N,Secure,Y,942,1GVVMJ48PTJ1W1R,Tesco,5541,Service Stations,DUBAI,KR,HK0 2UF,954201,DG2FVFMM,10.219.94.210,M7UE09PXT9U0JFF2,10000,2023-01-05,2023-08-13,2023-12-23,2024-07-02,0,
1793XVHR9820FMAT,2025-06-02 13:22:40,568545780,453900******5329,22.4,01,Manual Entry,90,Mag Stripe,PS,Settlement / Posting,A,Approved,NA,,Y,578,CXEU3CERFMX6I85,Japan Airlines,4511,Airlines,DUBLIN,SG,PH6 5JU,442211,945L0BDU,10.117.249.22,1SV1YZ10FD256Y9K,20000,2024-01-12,2023-07-01,2025-05-28,2023-03-13,0,
2295EBMJ4186WUKA,2025-05-04 14:07:27,436983429,453900******3361,118.41,90,Mag Stripe,90,Mag Stripe,PS,Settlement / Posting,D,Declined,Y,,N,672,31TKETZ4FFNJTY1,Greggs,5812,Restaurants,DUBLIN,CL,XI6 9WI,881122,1T5QT5Y5,10.133.175.174,8OK8R46CW7G0OEQ3,5000,2025-03-13,2023-07-17,2024-04-17,2023-11-02,0,
2804VEEF3245ZIOD,2025-06-02 03:11:38,115801083,453900******7252,33.63,90,Mag Stripe,81,eCommerce,AU,Authorisation Request,R,Reversal / Refund,NA,,Y,710,OOY020CDZBBI6VK,ABC Collusive Ltd,5691,Clothing Stores,PARIS,EG,TC6 5ZK,442211,4PEB82S0,10.111.72.166,85DF0PGU20SBL81C,2000,2024-11-11,2023-06-20,2024-07-24,2024-02-05,0,
8886YAVN9345WQXM,2025-06-02 01:40:31,063436295,453900******8785,12.79,07,Contactless,07,Contactless,AU,Authorisation Request,D,Declined,NA,,N,416,ROJPG4BQ0VVI1MH,Barclays Fees,5812,Restaurants,NEW YORK,ID,DL8 2VQ,954201,NVAD5UKG,10.132.135.78,JSD2WWS3W3J98935,20000,2024-11-05,2024-05-11,2025-01-19,2023-12-18,0,
0720WVUR6666CZHE,2025-05-12 17:49:45,650800201,453900******2056,31.82,07,Contactless,91,Contactless Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,A,,Y,750,QPXOE7DR57X9JXY,Barclays Fees,1520,Contractors & Construction,SYDNEY,CO,UP1 4SL,776655,FM605DSW,10.95.22.144,VQSQYDHS0Q1FJMNB,1000,2023-09-02,2025-01-01,2023-01-26,2025-01-28,0,
1964HUJI4091FKIK,2025-05-30 01:16:37,465085067,453900******6435,14.34,90,Mag Stripe,05,Chip & PIN,AU,Authorisation Request,D,Declined,N,,Y,241,GM1TDOSSGQPUYW4,Cathay Pacific,4829,Money Transfer,LONDON,NL,XP4 5FL,824500,EK6OFYV6,10.156.117.212,1X02NDD8J4G98GRR,5000,2023-11-30,2023-03-06,2025-01-25,2023-11-24,0,
0633YYWP1485MEDH,2025-05-30 16:38:24,621492235,453900******3175,48.36,91,Contactless Mag Stripe,07,Contactless,AU,Authorisation Request,A,Approved,Y,,Y,973,ZCPEXR0CLULJNCY,MercadoLibre,5541,Service Stations,LONDON,ES,SY6 0FK,954201,2GABFIT1,10.10.34.123,VLPBV5VO3A8Z5IAN,7500,2023-08-22,2024-01-11,2023-12-28,2023-10-28,0,
2439GGNH0664JQQI,2025-06-07 09:47:04,652436660,453900******6015,178.28,10,Card On File,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,Secure,N,945,O8LG4VHF6TRN8V3,Currys,4829,Money Transfer,TOKYO,CO,GL5 8DZ,954201,9CPYGYNA,10.90.24.6,PNDUGTYIHPL3RUOZ,3000,2024-06-12,2024-03-26,2023-10-26,2023-12-18,1,FPF
0105YZRU2462KGXF,2025-06-07 22:40:51,470289956,453900******3737,93.58,07,Contactless,90,Mag Stripe,PS,Settlement / Posting,D,Declined,A,,N,636,FLEK9ZMKLULUWJQ,Roblox,5732,Electronics Stores,PARIS,AU,SI5 4AW,824500,A83CD8FT,10.246.122.78,4J3PF85TMEH14SMB,7500,2024-11-07,2024-04-22,2025-06-11,2024-08-29,1,VELOCITY
5636GGTH8240ABMD,2025-04-10 22:17:39,355656037,453900******7640,17.59,OT,Other,07,Contactless,AU,Authorisation Request,D,Declined,Y,,Y,768,DT7OZPFZE1CO6KC,Flipkart,4829,Money Transfer,PARIS,IR,CY1 5LN,824500,7PONX9HT,10.161.36.26,1MIDAA3KXD6JLU7E,20000,2024-10-10,2024-12-05,2023-06-02,2024-07-10,0,
5389REHQ4305OCWY,2025-05-10 04:02:41,627241056,453900******6355,34.03,81,Electronic Commerce,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,NA,Unsecure,Y,964,DH0DHMPOMDQNFK0,Barclays Fees,6011,ATM Cash Disbursements,BERLIN,ID,TB1 4MU,737205,GKGZCZGM,10.18.160.30,FITRE7F7041J2C7J,7500,2023-08-05,2025-04-04,2025-05-28,2023-04-26,0,
1467JYKR9809VUDX,2025-03-24 13:18:01,637454564,453900******9699,15.56,OT,Other,90,Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,NA,,N,846,Z4DL56E8VRV6HMD,Greggs,1520,Contractors & Construction,DUBLIN,TR,BO5 0TE,737205,JQWQJNFX,10.151.86.208,8XF146JBEASG6BXQ,7500,2024-08-23,2024-07-14,2023-10-16,2025-03-04,1,FPF
3690NJWR8588NXKE,2025-04-09 10:22:14,603611490,453900******1336,58.04,07,Contactless,90,Mag Stripe,AU,Authorisation Request,A,Approved,Y,,Y,101,FS9D3MX1QSJPY21,Decathlon,5732,Electronics Stores,TOKYO,BR,TU0 2LE,954201,WZSS2SMF,10.3.136.147,2ZE0GVDM3A3UPWAU,15000,2024-10-17,2023-07-12,2023-02-03,2023-03-31,0,
3727UZFK2490PYMN,2025-03-22 12:45:19,287208737,453900******6450,50.15,91,Contactless Mag Stripe,05,Chip & PIN,AU,Authorisation Request,R,Reversal / Refund,N,,Y,782,WLVW0PVCZMM9S8D,Alipay,5732,Electronics Stores,TORONTO,TH,AV8 2WX,881122,0NDFTQKN,10.166.104.62,9SF4MAWRB4GK65I2,1000,2023-01-08,2024-02-17,2023-02-23,2023-01-09,0,
9516QMCS0797DOJC,2025-03-02 18:15:37,248685506,453900******8283,49.24,91,Contactless Mag Stripe,05,Chip & PIN,AU,Authorisation Request,R,Reversal / Refund,NA,,Y,983,642XIFIC4ILAQ6Z,FastRemit,4829,Money Transfer,BERLIN,UA,LM4 3YU,881122,FJWQA9W2,10.151.112.67,4RK9TYNJMF3XTUMQ,2000,2025-01-21,2023-04-19,2024-03-28,2025-02-17,0,
3238DGUY1517PCSB,2025-06-01 07:28:49,136925378,453900******4294,33.16,91,Contactless Mag Stripe,91,Contactless Mag Stripe,PS,Settlement / Posting,D,Declined,Y,,N,75,ERLJZFTMOF2QAEB,Qatar Airways,6011,ATM Cash Disbursements,SYDNEY,HK,LR3 0RQ,824500,VQU7ACSK,10.147.7.192,47K9SG7FY4H6A3KI,10000,2023-12-29,2024-02-24,2024-03-11,2025-02-16,0,
8471QSZW1260RDDQ,2025-03-13 15:51:37,492260022,453900******2931,46.15,10,Card On File,05,Chip & PIN,AU,Authorisation Request,A,Approved,N,Secure,Y,837,7PBEJXOG14OU1KN,Screwfix,5691,Clothing Stores,TOKYO,NG,IX4 4QQ,824500,FXRG00YS,10.31.184.234,OWYZEXWNYZSC90CG,2000,2024-01-30,2023-02-20,2024-08-29,2023-04-29,0,
4602QQST0717FTPW,2025-05-27 23:57:40,081316450,453900******1252,119.52,90,Mag Stripe,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,Y,,N,317,BAXXJFSM5T3KS3M,John Lewis,6011,ATM Cash Disbursements,LONDON,QA,CY6 3EI,824500,YONHNUSF,10.157.64.144,9UWT46W0978YFT5O,3000,2025-01-20,2023-10-24,2023-05-09,2023-10-03,0,
7285ZTCV5626XPYC,2025-03-10 13:09:25,434997765,453900******5033,26.36,81,Electronic Commerce,91,Contactless Mag Stripe,PS,Settlement / Posting,D,Declined,N,Secure,Y,616,0JOMDG1K1GK6P3U,Tesco,4829,Money Transfer,NEW YORK,NL,OC2 4UG,824500,PCVLEEFB,10.23.13.105,8DTJZCVTE01GJR5L,7500,2023-01-30,2024-11-18,2023-01-25,2023-08-12,0,
1808ARBM6386YPRA,2025-04-21 23:51:01,571589972,453900******5064,37.0,OT,Other,05,Chip & PIN,PS,Settlement / Posting,D,Declined,Y,,N,502,T9XCNYBS0DIVDSF,Worldpay,7995,Betting & Gambling,TORONTO,IE,NJ3 1IS,776655,7ABXD0VX,10.30.29.68,LG9A7NZ97E6V7I7O,1000,2023-11-22,2025-06-05,2024-07-30,2024-08-31,0,
2942FPXT9313RBSS,2025-05-07 07:34:17,860615147,453900******2006,13.89,90,Mag Stripe,90,Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,Z,,N,896,ZJQ1XRZ0IFXAA4O,Bkash BD,6011,ATM Cash Disbursements,DUBAI,ID,UC2 8OW,442211,S72VJPZP,10.234.128.161,903SNPPEJR055VQ8,7500,2024-07-28,2023-08-19,2024-01-28,2025-03-17,0,
9252MNTE8924PMBL,2025-04-18 10:45:24,339162202,453900******2515,16.53,01,Manual Entry,81,eCommerce,PS,Settlement / Posting,D,Declined,NA,,N,553,FJ52ZXZNF3ROY8D,Tinkoff RU,5812,Restaurants,TOKYO,NG,EQ7 4AS,881122,TBV58ZPH,10.40.100.78,JOYURH1O1HGNFMML,5000,2023-06-28,2025-06-17,2023-10-09,2023-01-12,0,
2591ELVN7439CLET,2025-06-14 06:41:03,084848023,453900******7730,35.81,91,Contactless Mag Stripe,91,Contactless Mag Stripe,AU,Authorisation Request,A,Approved,Y,,N,986,B7FAU2CSZVGRBKK,Rappi,6011,ATM Cash Disbursements,LONDON,UA,MI2 0TM,737205,DT5P6AGA,10.119.188.100,OS8390L4RNQV3G5S,10000,2024-07-05,2024-12-22,2024-12-28,2023-01-07,0,
2397NQDX2104SJPQ,2025-03-01 04:08:32,429950645,453900******5843,80.09,81,Electronic Commerce,05,Chip & PIN,AU,Authorisation Request,A,Approved,NA,Unsecure,N,810,49M4E0267WKHAP9,Stripe Payments,5541,Service Stations,SYDNEY,IN,HI1 9YY,776655,48KPDK46,10.147.0.184,PD4PWZBSADALBC5B,10000,2024-05-17,2024-07-11,2024-07-14,2023-05-16,0,
7801RYFX1067IYAJ,2025-04-29 13:50:56,291466980,453900******2929,26.98,10,Card On File,81,eCommerce,AU,Authorisation Request,A,Approved,NA,Secure,N,730,ZHWLU9C1S3CR7AI,Sports Direct,5411,Grocery Stores,LONDON,MY,OO2 4QI,824500,WRRVM0VO,10.92.86.195,GOOP1JJO9G75QYAU,5000,2023-05-01,2023-11-19,2023-03-18,2023-08-09,0,
1929IONI4933DFIZ,2025-03-22 14:09:11,197939651,453900******8209,27.42,05,Chip & PIN,81,eCommerce,AU,Authorisation Request,D,Declined,Y,,N,776,FZMXPEIHMXM214F,G2A Games,4511,Airlines,BERLIN,AR,PK6 4ZD,881122,8S93Z1MD,10.91.247.47,M0NHY0U8D15BE0EZ,1000,2023-10-22,2025-01-18,2024-09-20,2025-01-13,0,
2824BLEK5213GMPF,2025-04-05 09:12:44,584542784,453900******4417,23.91,07,Contactless,91,Contactless Mag Stripe,AU,Authorisation Request,A,Approved,Y,,N,602,SF0C8YBMUP8896D,Delta Airlines,7995,Betting & Gambling,BERLIN,IT,NM6 5BT,442211,UK5S1G3M,10.200.151.164,QPKN0YS3AIDWBQI6,10000,2024-04-08,2024-03-12,2023-06-04,2024-11-21,0,
0635RRXS8913DEWJ,2025-06-28 12:13:57,696827218,453900******3683,21.59,81,Electronic Commerce,90,Mag Stripe,PS,Settlement / Posting,A,Approved,NA,Unsecure,Y,240,ZA9BPF0H5OQ52L6,Starbucks,5732,Electronics Stores,SYDNEY,JP,EC0 3IE,824500,JYB2VNUS,10.161.65.150,NL2MQLHNXR5QUG3G,1000,2023-11-29,2024-10-07,2023-11-29,2023-02-23,0,
7596ILLL8594EJZW,2025-05-31 18:02:08,260672978,453900******1621,41.93,OT,Other,07,Contactless,PS,Settlement / Posting,A,Approved,N,,N,436,YFHR92OVYHM0IRR,Worldpay,6011,ATM Cash Disbursements,DUBAI,CN,DB1 5GV,442211,J6MYN8QR,10.203.219.125,DHDGIW3PUQ7MZQPB,15000,2025-01-09,2024-09-21,2025-05-23,2024-12-23,0,
7473SWWK5878MNHF,2025-04-28 02:02:44,304585275,453900******8626,10.0,91,Contactless Mag Stripe,91,Contactless Mag Stripe,AU,Authorisation Request,A,Approved,Y,,Y,575,ZWO69GW5CK8YTPS,Lazada,4829,Money Transfer,TOKYO,HK,ID6 5LY,601912,D5YRWTD6,10.226.238.247,5L0LUDZ7QVZU7HFJ,3000,2024-02-29,2024-11-27,2023-06-15,2023-11-15,0,
9345DWDS2186RAIM,2025-06-24 02:58:33,317880453,453900******0529,92.27,07,Contactless,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,,N,327,78E6WA7C18TH8Y2,EasyJet,5411,Grocery Stores,TOKYO,PK,PE2 2DI,737205,8WS5AK8C,10.214.52.144,NKNO9VZDL5Y6XQ4F,7500,2024-05-10,2024-06-26,2023-02-27,2023-04-29,0,
6156QVUO9952ELNQ,2025-03-14 06:49:29,673027779,453900******6586,19.45,07,Contactless,05,Chip & PIN,PS,Settlement / Posting,D,Declined,NA,,N,588,MUC4VRI151C0F15,Deliveroo,5812,Restaurants,LONDON,UA,VC1 5NL,737205,2MWF35P8,10.189.122.34,N2CGVPDG4YFBTXK6,7500,2024-01-09,2025-01-30,2023-01-16,2024-03-31,0,
9006WBCG7810DXED,2025-04-14 14:49:46,958011996,453900******3392,59.0,05,Chip & PIN,07,Contactless,AU,Authorisation Request,D,Declined,N,,N,645,TAF0V4NXDYDTBSS,EasyJet,4511,Airlines,PARIS,QA,UE0 3MR,776655,S05R2BZ1,10.67.138.93,H6KBCIN15PJ9CE53,2000,2024-02-27,2023-10-07,2023-05-17,2023-05-07,0,
